feedback_id,customer_id,rating,review_text,sentiment_score,feedback_date,created_at
3458,5894,5,Excellent quality and fast shipping.,0.69,2023-11-22,2026-02-12 12:59:22
3459,5897,3,It's okay. Average product.,0.1,2023-12-31,2026-02-12 12:59:22
3460,5897,1,Not as described. Disappointed.,-0.69,2024-10-14,2026-02-12 12:59:22
3461,5897,1,Had to return it.,-0.35,2024-12-20,2026-02-12 12:59:22
3462,5899,4,Excellent quality and fast shipping.,0.78,2024-12-31,2026-02-12 12:59:22
3463,5899,2,Not worth the price.,-0.89,2024-12-15,2026-02-12 12:59:22
3464,5902,4,Great product! Highly recommend.,0.55,2024-12-01,2026-02-12 12:59:22
3465,5902,2,Not as described. Disappointed.,-0.49,2024-10-12,2026-02-12 12:59:22
3466,5902,5,Perfect! Exceeded expectations.,0.91,2024-11-14,2026-02-12 12:59:22
3467,5905,1,Poor quality. Would not recommend.,-0.96,2024-11-17,2026-02-12 12:59:22
3468,5905,3,It's okay. Average product.,-0.14,2024-12-30,2026-02-12 12:59:22
3469,5922,4,Excellent quality and fast shipping.,0.73,2024-08-19,2026-02-12 12:59:22
3470,5924,2,Not worth the price.,-0.72,2024-07-30,2026-02-12 12:59:22
3471,5925,4,Great product! Highly recommend.,0.95,2024-05-29,2026-02-12 12:59:22
3472,5927,4,Amazing! Will buy again.,0.81,2024-08-29,2026-02-12 12:59:22
3473,5928,3,It's okay. Average product.,-0.09,2023-11-24,2026-02-12 12:59:22
3474,5928,2,Poor quality. Would not recommend.,-0.63,2023-09-26,2026-02-12 12:59:22
3475,5930,5,Excellent quality and fast shipping.,0.89,2024-06-30,2026-02-12 12:59:22
3476,5930,4,Excellent quality and fast shipping.,0.85,2024-11-17,2026-02-12 12:59:22
3477,5930,5,Great product! Highly recommend.,0.52,2024-07-04,2026-02-12 12:59:22
3478,5931,4,Amazing! Will buy again.,0.84,2022-05-06,2026-02-12 12:59:22
3479,5939,4,Perfect! Exceeded expectations.,0.85,2024-02-07,2026-02-12 12:59:22
3480,5939,5,Perfect! Exceeded expectations.,0.81,2024-04-01,2026-02-12 12:59:22
3481,5941,3,It's okay. Average product.,0.01,2022-04-13,2026-02-12 12:59:22
3482,5941,4,Great product! Highly recommend.,0.92,2023-07-08,2026-02-12 12:59:22
3483,5945,1,Not as described. Disappointed.,-0.49,2023-04-23,2026-02-12 12:59:22
3484,5945,4,Great product! Highly recommend.,0.9,2024-01-23,2026-02-12 12:59:22
3485,5951,5,Perfect! Exceeded expectations.,0.96,2024-12-31,2026-02-12 12:59:22
3486,5952,4,Amazing! Will buy again.,0.9,2024-05-22,2026-02-12 12:59:22
3487,5952,4,Excellent quality and fast shipping.,0.97,2024-10-01,2026-02-12 12:59:22
3488,5955,4,Perfect! Exceeded expectations.,0.7,2024-12-10,2026-02-12 12:59:22
3489,5955,3,It's okay. Average product.,-0.15,2024-02-17,2026-02-12 12:59:22
3490,5958,2,Not worth the price.,-0.62,2023-01-11,2026-02-12 12:59:22
3491,5958,2,Poor quality. Would not recommend.,-0.87,2023-05-09,2026-02-12 12:59:22
3492,5959,3,It's okay. Average product.,-0.03,2024-11-30,2026-02-12 12:59:22
3493,5961,5,Amazing! Will buy again.,0.63,2023-05-15,2026-02-12 12:59:22
3494,5961,3,It's okay. Average product.,-0.14,2024-09-12,2026-02-12 12:59:22
3495,5961,4,Very satisfied with my purchase.,0.52,2023-07-15,2026-02-12 12:59:22
3496,5965,4,Very satisfied with my purchase.,0.98,2024-11-26,2026-02-12 12:59:22
3497,5965,4,Excellent quality and fast shipping.,0.7,2024-10-14,2026-02-12 12:59:22
3498,5965,5,Amazing! Will buy again.,0.84,2024-10-14,2026-02-12 12:59:22
3499,5968,5,Great product! Highly recommend.,0.53,2024-11-27,2026-02-12 12:59:22
3500,5968,5,Great product! Highly recommend.,0.89,2024-10-26,2026-02-12 12:59:22
3501,5968,3,It's okay. Average product.,0.16,2024-09-26,2026-02-12 12:59:22
3502,5970,4,Great product! Highly recommend.,0.99,2024-09-22,2026-02-12 12:59:22
3503,5970,1,Not as described. Disappointed.,-0.36,2024-12-06,2026-02-12 12:59:22
3504,5974,2,Had to return it.,-0.88,2024-06-05,2026-02-12 12:59:22
3505,5974,4,Great product! Highly recommend.,0.96,2024-03-03,2026-02-12 12:59:22
3506,5975,5,Very satisfied with my purchase.,0.72,2024-05-23,2026-02-12 12:59:22
3507,5975,2,Poor quality. Would not recommend.,-0.64,2024-06-18,2026-02-12 12:59:22
3508,5976,3,It's okay. Average product.,0.0,2024-06-20,2026-02-12 12:59:22
3509,5976,2,Had to return it.,-0.46,2024-08-15,2026-02-12 12:59:22
3510,5977,5,Perfect! Exceeded expectations.,0.69,2023-12-18,2026-02-12 12:59:22
3511,5981,3,It's okay. Average product.,-0.12,2024-10-10,2026-02-12 12:59:22
3512,5982,5,Great product! Highly recommend.,0.9,2022-11-27,2026-02-12 12:59:22
3513,5982,5,Amazing! Will buy again.,0.96,2024-01-24,2026-02-12 12:59:22
3514,5982,3,It's okay. Average product.,-0.02,2023-09-20,2026-02-12 12:59:22
3515,5983,1,Took too long to arrive.,-0.42,2024-11-03,2026-02-12 12:59:22
3516,5983,1,Poor quality. Would not recommend.,-0.95,2024-09-18,2026-02-12 12:59:22
3517,5983,4,Very satisfied with my purchase.,0.98,2024-09-05,2026-02-12 12:59:22
3518,5984,4,Excellent quality and fast shipping.,0.66,2024-01-27,2026-02-12 12:59:22
3519,5989,5,Very satisfied with my purchase.,0.6,2024-06-29,2026-02-12 12:59:22
3520,5989,4,Perfect! Exceeded expectations.,0.99,2024-08-19,2026-02-12 12:59:22
3521,5989,3,It's okay. Average product.,-0.12,2024-10-06,2026-02-12 12:59:22
3522,5991,4,Perfect! Exceeded expectations.,0.91,2024-09-18,2026-02-12 12:59:22
3523,5991,5,Perfect! Exceeded expectations.,0.9,2024-09-18,2026-02-12 12:59:22
3524,5991,4,Perfect! Exceeded expectations.,0.94,2024-11-12,2026-02-12 12:59:22
3525,5992,5,Very satisfied with my purchase.,0.75,2023-04-14,2026-02-12 12:59:22
3526,5993,4,Amazing! Will buy again.,0.82,2024-09-05,2026-02-12 12:59:22
3527,5993,4,Excellent quality and fast shipping.,0.75,2024-11-07,2026-02-12 12:59:22
3528,5995,4,Very satisfied with my purchase.,0.7,2024-10-03,2026-02-12 12:59:22
3529,5995,3,It's okay. Average product.,-0.12,2024-09-13,2026-02-12 12:59:22
3530,5995,4,Amazing! Will buy again.,0.86,2024-12-20,2026-02-12 12:59:22
3531,6000,4,Very satisfied with my purchase.,0.94,2023-08-27,2026-02-12 12:59:22
3532,6000,3,It's okay. Average product.,0.14,2022-12-28,2026-02-12 12:59:22
3533,6003,5,Very satisfied with my purchase.,0.67,2024-09-06,2026-02-12 12:59:22
3534,6003,5,Perfect! Exceeded expectations.,0.76,2024-02-12,2026-02-12 12:59:22
3535,6003,2,Not worth the price.,-0.93,2024-02-17,2026-02-12 12:59:22
3536,6005,4,Great product! Highly recommend.,0.8,2024-11-04,2026-02-12 12:59:22
3537,6006,4,Very satisfied with my purchase.,0.87,2023-10-23,2026-02-12 12:59:22
3538,6006,2,Had to return it.,-0.32,2024-06-07,2026-02-12 12:59:22
3539,6006,4,Perfect! Exceeded expectations.,0.86,2024-01-29,2026-02-12 12:59:22
3540,6008,4,Very satisfied with my purchase.,0.64,2024-11-27,2026-02-12 12:59:22
3541,6010,4,Very satisfied with my purchase.,0.94,2024-12-20,2026-02-12 12:59:22
3542,6012,3,It's okay. Average product.,-0.02,2023-12-17,2026-02-12 12:59:22
3543,6012,3,It's okay. Average product.,-0.18,2024-11-22,2026-02-12 12:59:22
3544,6012,4,Great product! Highly recommend.,0.62,2024-12-07,2026-02-12 12:59:22
3545,6016,4,Perfect! Exceeded expectations.,0.51,2024-08-09,2026-02-12 12:59:22
3546,6017,5,Perfect! Exceeded expectations.,0.72,2023-10-31,2026-02-12 12:59:22
3547,6022,3,It's okay. Average product.,-0.02,2024-10-06,2026-02-12 12:59:22
3548,6030,4,Amazing! Will buy again.,0.65,2024-12-17,2026-02-12 12:59:22
3549,6030,4,Perfect! Exceeded expectations.,0.7,2023-08-21,2026-02-12 12:59:22
3550,6036,4,Amazing! Will buy again.,0.62,2024-01-12,2026-02-12 12:59:22
3551,6036,5,Amazing! Will buy again.,0.52,2024-07-25,2026-02-12 12:59:22
3552,6036,3,It's okay. Average product.,0.15,2024-06-09,2026-02-12 12:59:22
3553,6039,5,Very satisfied with my purchase.,0.84,2023-11-04,2026-02-12 12:59:22
3554,6039,5,Excellent quality and fast shipping.,0.52,2024-01-17,2026-02-12 12:59:22
3555,6039,4,Perfect! Exceeded expectations.,0.64,2024-06-07,2026-02-12 12:59:22
3556,6046,5,Excellent quality and fast shipping.,0.79,2024-03-06,2026-02-12 12:59:22
3557,6046,4,Excellent quality and fast shipping.,0.66,2023-12-29,2026-02-12 12:59:22
3558,6047,2,Not worth the price.,-0.83,2024-01-19,2026-02-12 12:59:22
3559,6047,4,Very satisfied with my purchase.,0.64,2024-05-29,2026-02-12 12:59:22
3560,6047,3,It's okay. Average product.,0.02,2024-10-07,2026-02-12 12:59:22
3561,6050,2,Not as described. Disappointed.,-0.35,2024-05-24,2026-02-12 12:59:22
3562,6052,4,Excellent quality and fast shipping.,0.58,2024-12-07,2026-02-12 12:59:22
3563,6052,1,Had to return it.,-0.33,2024-11-01,2026-02-12 12:59:22
3564,6055,4,Great product! Highly recommend.,0.51,2024-08-31,2026-02-12 12:59:22
3565,6055,5,Great product! Highly recommend.,0.84,2024-09-16,2026-02-12 12:59:22
3566,6055,4,Amazing! Will buy again.,0.76,2024-10-08,2026-02-12 12:59:22
3567,6057,5,Very satisfied with my purchase.,0.81,2023-08-01,2026-02-12 12:59:22
3568,6057,3,It's okay. Average product.,-0.07,2024-12-28,2026-02-12 12:59:22
3569,6059,3,It's okay. Average product.,-0.08,2024-11-07,2026-02-12 12:59:22
3570,6059,2,Had to return it.,-0.37,2024-01-21,2026-02-12 12:59:22
3571,6068,5,Perfect! Exceeded expectations.,0.73,2022-04-04,2026-02-12 12:59:22
3572,6068,3,It's okay. Average product.,-0.1,2023-08-07,2026-02-12 12:59:22
3573,6068,4,Excellent quality and fast shipping.,0.86,2024-10-02,2026-02-12 12:59:22
3574,6078,5,Very satisfied with my purchase.,0.56,2024-04-25,2026-02-12 12:59:22
3575,6078,5,Perfect! Exceeded expectations.,0.74,2024-09-27,2026-02-12 12:59:22
3576,6081,5,Great product! Highly recommend.,0.99,2023-07-06,2026-02-12 12:59:22
3577,6081,1,Took too long to arrive.,-0.72,2022-02-12,2026-02-12 12:59:22
3578,6081,4,Very satisfied with my purchase.,0.59,2022-04-29,2026-02-12 12:59:22
3579,6085,3,It's okay. Average product.,0.14,2024-12-29,2026-02-12 12:59:22
3580,6087,2,Poor quality. Would not recommend.,-0.53,2024-09-24,2026-02-12 12:59:22
3581,6087,3,It's okay. Average product.,0.1,2024-06-30,2026-02-12 12:59:22
3582,6087,3,It's okay. Average product.,0.12,2024-09-03,2026-02-12 12:59:22
3583,6092,3,It's okay. Average product.,-0.16,2023-01-29,2026-02-12 12:59:22
3584,6092,5,Great product! Highly recommend.,0.57,2023-03-28,2026-02-12 12:59:22
3585,6101,5,Great product! Highly recommend.,0.72,2023-12-28,2026-02-12 12:59:22
3586,6105,5,Very satisfied with my purchase.,0.9,2024-02-24,2026-02-12 12:59:22
3587,6105,4,Amazing! Will buy again.,0.93,2024-01-09,2026-02-12 12:59:22
3588,6110,1,Not worth the price.,-0.43,2024-02-14,2026-02-12 12:59:22
3589,6110,4,Amazing! Will buy again.,0.73,2024-03-11,2026-02-12 12:59:22
3590,6114,2,Not worth the price.,-0.4,2023-03-02,2026-02-12 12:59:22
3591,6114,4,Very satisfied with my purchase.,0.53,2023-10-29,2026-02-12 12:59:22
3592,6114,1,Took too long to arrive.,-0.67,2023-03-22,2026-02-12 12:59:22
3593,6117,5,Great product! Highly recommend.,0.96,2024-01-11,2026-02-12 12:59:22
3594,6119,2,Not worth the price.,-0.51,2023-06-28,2026-02-12 12:59:22
3595,6120,2,Took too long to arrive.,-0.85,2024-03-08,2026-02-12 12:59:22
3596,6120,5,Great product! Highly recommend.,0.94,2024-12-25,2026-02-12 12:59:22
3597,6122,2,Poor quality. Would not recommend.,-0.92,2024-12-23,2026-02-12 12:59:22
3598,6123,5,Great product! Highly recommend.,0.85,2024-05-19,2026-02-12 12:59:22
3599,6124,5,Amazing! Will buy again.,0.99,2023-06-08,2026-02-12 12:59:22
3600,6128,5,Perfect! Exceeded expectations.,0.51,2024-05-26,2026-02-12 12:59:22
3601,6128,3,It's okay. Average product.,-0.18,2024-11-27,2026-02-12 12:59:22
3602,6128,5,Very satisfied with my purchase.,0.63,2024-12-26,2026-02-12 12:59:22
3603,6131,4,Very satisfied with my purchase.,0.7,2024-10-09,2026-02-12 12:59:22
3604,6131,5,Great product! Highly recommend.,0.68,2024-12-23,2026-02-12 12:59:22
3605,6135,3,It's okay. Average product.,0.11,2024-10-24,2026-02-12 12:59:22
3606,6135,5,Perfect! Exceeded expectations.,0.76,2024-10-16,2026-02-12 12:59:22
3607,6136,4,Amazing! Will buy again.,0.55,2023-10-31,2026-02-12 12:59:22
3608,6136,1,Not worth the price.,-0.37,2023-07-27,2026-02-12 12:59:22
3609,6149,5,Very satisfied with my purchase.,0.76,2024-07-24,2026-02-12 12:59:22
3610,6149,1,Took too long to arrive.,-0.38,2024-03-22,2026-02-12 12:59:22
3611,6152,5,Very satisfied with my purchase.,0.67,2024-12-09,2026-02-12 12:59:22
3612,6152,5,Very satisfied with my purchase.,0.79,2024-10-25,2026-02-12 12:59:22
3613,6155,3,It's okay. Average product.,-0.12,2024-04-27,2026-02-12 12:59:22
3614,6155,5,Amazing! Will buy again.,0.78,2023-05-24,2026-02-12 12:59:22
3615,6155,4,Amazing! Will buy again.,0.58,2023-08-22,2026-02-12 12:59:22
3616,6160,4,Perfect! Exceeded expectations.,0.87,2024-10-20,2026-02-12 12:59:22
3617,6160,4,Amazing! Will buy again.,0.96,2024-10-04,2026-02-12 12:59:22
3618,6160,5,Excellent quality and fast shipping.,0.98,2024-11-10,2026-02-12 12:59:22
3619,6161,5,Great product! Highly recommend.,0.88,2024-07-23,2026-02-12 12:59:22
3620,6161,3,It's okay. Average product.,-0.17,2024-05-15,2026-02-12 12:59:22
3621,6161,5,Great product! Highly recommend.,0.93,2024-12-22,2026-02-12 12:59:22
3622,6162,4,Excellent quality and fast shipping.,0.62,2024-12-07,2026-02-12 12:59:22
3623,6166,3,It's okay. Average product.,-0.13,2024-11-17,2026-02-12 12:59:22
3624,6167,3,It's okay. Average product.,-0.2,2024-06-09,2026-02-12 12:59:22
3625,6167,4,Very satisfied with my purchase.,0.72,2024-03-06,2026-02-12 12:59:22
3626,6168,2,Took too long to arrive.,-0.58,2024-04-21,2026-02-12 12:59:22
3627,6168,4,Excellent quality and fast shipping.,0.64,2024-09-11,2026-02-12 12:59:22
3628,6173,3,It's okay. Average product.,0.0,2023-02-02,2026-02-12 12:59:22
3629,6173,5,Amazing! Will buy again.,0.68,2023-06-21,2026-02-12 12:59:22
3630,6181,5,Very satisfied with my purchase.,0.55,2024-12-30,2026-02-12 12:59:22
3631,6181,5,Great product! Highly recommend.,0.97,2024-08-17,2026-02-12 12:59:22
3632,6189,5,Amazing! Will buy again.,0.77,2024-04-27,2026-02-12 12:59:22
3633,6191,3,It's okay. Average product.,0.05,2024-09-23,2026-02-12 12:59:22
3634,6192,4,Excellent quality and fast shipping.,0.93,2023-11-18,2026-02-12 12:59:22
3635,6192,4,Excellent quality and fast shipping.,0.85,2024-02-28,2026-02-12 12:59:22
3636,6193,5,Very satisfied with my purchase.,0.63,2023-12-11,2026-02-12 12:59:22
3637,6193,3,It's okay. Average product.,0.08,2023-02-15,2026-02-12 12:59:22
3638,6196,5,Perfect! Exceeded expectations.,0.72,2022-10-28,2026-02-12 12:59:22
3639,6196,4,Great product! Highly recommend.,0.59,2023-08-05,2026-02-12 12:59:22
3640,6196,3,It's okay. Average product.,0.12,2022-08-20,2026-02-12 12:59:22
3641,6197,4,Amazing! Will buy again.,0.76,2024-03-21,2026-02-12 12:59:22
3642,6197,3,It's okay. Average product.,0.01,2024-02-22,2026-02-12 12:59:22
3643,6197,5,Amazing! Will buy again.,0.67,2024-03-08,2026-02-12 12:59:22
3644,6198,5,Great product! Highly recommend.,0.58,2024-12-12,2026-02-12 12:59:22
3645,6198,5,Amazing! Will buy again.,0.66,2024-05-09,2026-02-12 12:59:22
3646,6198,5,Great product! Highly recommend.,0.71,2024-08-29,2026-02-12 12:59:22
3647,6200,5,Amazing! Will buy again.,0.92,2024-12-24,2026-02-12 12:59:22
3648,6202,2,Had to return it.,-0.85,2023-05-13,2026-02-12 12:59:22
3649,6202,4,Excellent quality and fast shipping.,0.58,2024-07-07,2026-02-12 12:59:22
3650,6203,3,It's okay. Average product.,0.06,2024-11-24,2026-02-12 12:59:22
3651,6203,4,Amazing! Will buy again.,0.87,2024-10-04,2026-02-12 12:59:22
3652,6203,5,Very satisfied with my purchase.,0.71,2024-12-04,2026-02-12 12:59:22
3653,6212,1,Not as described. Disappointed.,-0.77,2024-12-09,2026-02-12 12:59:22
3654,6219,4,Very satisfied with my purchase.,0.82,2023-12-26,2026-02-12 12:59:22
3655,6220,4,Perfect! Exceeded expectations.,0.66,2024-10-16,2026-02-12 12:59:22
3656,6220,3,It's okay. Average product.,0.19,2024-09-11,2026-02-12 12:59:22
3657,6221,5,Amazing! Will buy again.,0.83,2024-10-31,2026-02-12 12:59:22
3658,6221,2,Had to return it.,-0.31,2024-07-07,2026-02-12 12:59:22
3659,6221,5,Very satisfied with my purchase.,0.72,2024-07-29,2026-02-12 12:59:22
3660,6225,5,Great product! Highly recommend.,0.65,2024-03-28,2026-02-12 12:59:22
3661,6225,3,It's okay. Average product.,-0.16,2023-11-01,2026-02-12 12:59:22
3662,6226,4,Perfect! Exceeded expectations.,0.74,2023-09-04,2026-02-12 12:59:22
3663,6226,5,Very satisfied with my purchase.,0.66,2022-12-10,2026-02-12 12:59:22
3664,6232,5,Great product! Highly recommend.,0.63,2024-06-29,2026-02-12 12:59:22
3665,6232,4,Very satisfied with my purchase.,0.64,2024-09-24,2026-02-12 12:59:22
3666,6232,5,Amazing! Will buy again.,0.93,2024-07-11,2026-02-12 12:59:22
3667,6233,3,It's okay. Average product.,0.15,2024-11-26,2026-02-12 12:59:22
3668,6233,4,Amazing! Will buy again.,0.52,2024-10-29,2026-02-12 12:59:22
3669,6233,5,Amazing! Will buy again.,0.92,2024-11-16,2026-02-12 12:59:22
3670,6237,4,Perfect! Exceeded expectations.,0.56,2023-06-08,2026-02-12 12:59:22
3671,6237,2,Not worth the price.,-0.75,2023-07-06,2026-02-12 12:59:22
3672,6237,4,Very satisfied with my purchase.,0.89,2024-07-20,2026-02-12 12:59:22
3673,6239,5,Amazing! Will buy again.,0.74,2024-08-27,2026-02-12 12:59:22
3674,6239,3,It's okay. Average product.,0.16,2024-12-04,2026-02-12 12:59:22
3675,6242,3,It's okay. Average product.,0.03,2022-06-26,2026-02-12 12:59:22
3676,6245,4,Excellent quality and fast shipping.,0.78,2024-04-15,2026-02-12 12:59:22
3677,6245,5,Amazing! Will buy again.,0.94,2024-07-17,2026-02-12 12:59:22
3678,6247,3,It's okay. Average product.,0.12,2024-05-31,2026-02-12 12:59:22
3679,6247,5,Perfect! Exceeded expectations.,0.58,2022-04-03,2026-02-12 12:59:22
3680,6249,5,Amazing! Will buy again.,0.57,2024-06-15,2026-02-12 12:59:22
3681,6249,2,Not worth the price.,-0.49,2024-07-04,2026-02-12 12:59:22
3682,6250,4,Very satisfied with my purchase.,0.73,2024-08-31,2026-02-12 12:59:22
3683,6250,5,Very satisfied with my purchase.,0.92,2024-12-13,2026-02-12 12:59:22
3684,6253,5,Amazing! Will buy again.,0.85,2023-06-12,2026-02-12 12:59:22
3685,6254,3,It's okay. Average product.,-0.19,2024-09-24,2026-02-12 12:59:22
3686,6254,1,Not as described. Disappointed.,-0.64,2024-12-30,2026-02-12 12:59:22
3687,6256,4,Excellent quality and fast shipping.,0.73,2024-12-04,2026-02-12 12:59:22
3688,6256,2,Took too long to arrive.,-1.0,2024-12-08,2026-02-12 12:59:22
3689,6259,1,Not worth the price.,-0.39,2024-06-18,2026-02-12 12:59:22
3690,6259,1,Took too long to arrive.,-0.44,2024-07-16,2026-02-12 12:59:22
3691,6259,5,Perfect! Exceeded expectations.,0.84,2024-07-20,2026-02-12 12:59:22
3692,6260,4,Perfect! Exceeded expectations.,0.86,2024-09-02,2026-02-12 12:59:22
3693,6263,3,It's okay. Average product.,-0.1,2024-06-21,2026-02-12 12:59:22
3694,6270,4,Great product! Highly recommend.,0.72,2024-09-24,2026-02-12 12:59:22
3695,6277,4,Perfect! Exceeded expectations.,0.74,2024-11-29,2026-02-12 12:59:22
3696,6277,4,Very satisfied with my purchase.,0.7,2024-12-31,2026-02-12 12:59:22
3697,6277,4,Excellent quality and fast shipping.,0.59,2024-11-23,2026-02-12 12:59:22
3698,6279,4,Very satisfied with my purchase.,0.75,2024-02-25,2026-02-12 12:59:22
3699,6279,5,Great product! Highly recommend.,0.68,2024-04-02,2026-02-12 12:59:22
3700,6284,4,Perfect! Exceeded expectations.,0.56,2023-02-18,2026-02-12 12:59:22
3701,6284,4,Great product! Highly recommend.,0.64,2022-05-09,2026-02-12 12:59:22
3702,6284,4,Perfect! Exceeded expectations.,0.55,2023-11-20,2026-02-12 12:59:22
3703,6287,2,Took too long to arrive.,-0.35,2024-07-06,2026-02-12 12:59:22
3704,6290,5,Very satisfied with my purchase.,0.9,2024-11-28,2026-02-12 12:59:22
3705,6290,5,Excellent quality and fast shipping.,0.54,2024-12-09,2026-02-12 12:59:22
3706,6290,3,It's okay. Average product.,-0.04,2024-11-21,2026-02-12 12:59:22
3707,6295,3,It's okay. Average product.,0.01,2024-05-02,2026-02-12 12:59:22
3708,6295,5,Amazing! Will buy again.,0.51,2024-11-12,2026-02-12 12:59:22
3709,6295,4,Amazing! Will buy again.,0.67,2024-06-16,2026-02-12 12:59:22
3710,6297,4,Perfect! Exceeded expectations.,0.57,2024-01-14,2026-02-12 12:59:22
3711,6297,3,It's okay. Average product.,-0.19,2023-12-27,2026-02-12 12:59:22
3712,6303,4,Excellent quality and fast shipping.,0.57,2024-07-07,2026-02-12 12:59:22
3713,6303,4,Excellent quality and fast shipping.,0.93,2024-05-18,2026-02-12 12:59:22
3714,6303,4,Perfect! Exceeded expectations.,0.87,2024-10-12,2026-02-12 12:59:22
3715,6306,5,Perfect! Exceeded expectations.,0.57,2024-06-05,2026-02-12 12:59:22
3716,6306,3,It's okay. Average product.,0.09,2024-06-03,2026-02-12 12:59:22
3717,6318,3,It's okay. Average product.,-0.08,2024-04-22,2026-02-12 12:59:22
3718,6318,5,Great product! Highly recommend.,0.64,2024-08-24,2026-02-12 12:59:22
3719,6318,5,Perfect! Exceeded expectations.,0.68,2024-06-10,2026-02-12 12:59:22
3720,6321,5,Very satisfied with my purchase.,0.63,2023-07-10,2026-02-12 12:59:22
3721,6325,1,Not worth the price.,-0.51,2022-02-04,2026-02-12 12:59:22
3722,6325,3,It's okay. Average product.,0.07,2024-01-06,2026-02-12 12:59:22
3723,6325,5,Amazing! Will buy again.,0.73,2024-04-12,2026-02-12 12:59:22
3724,6330,5,Great product! Highly recommend.,0.79,2024-12-27,2026-02-12 12:59:22
3725,6330,3,It's okay. Average product.,-0.1,2022-12-07,2026-02-12 12:59:22
3726,6332,4,Amazing! Will buy again.,0.72,2024-11-14,2026-02-12 12:59:22
3727,6332,4,Perfect! Exceeded expectations.,0.52,2024-09-16,2026-02-12 12:59:22
3728,6332,4,Very satisfied with my purchase.,0.95,2024-10-08,2026-02-12 12:59:22
3729,6337,4,Excellent quality and fast shipping.,0.66,2023-11-06,2026-02-12 12:59:22
3730,6338,5,Great product! Highly recommend.,0.7,2024-09-03,2026-02-12 12:59:22
3731,6338,5,Great product! Highly recommend.,0.7,2024-06-25,2026-02-12 12:59:22
3732,6338,4,Great product! Highly recommend.,0.66,2024-11-26,2026-02-12 12:59:22
3733,6341,3,It's okay. Average product.,-0.07,2024-02-21,2026-02-12 12:59:22
3734,6343,3,It's okay. Average product.,0.14,2024-11-22,2026-02-12 12:59:22
3735,6350,2,Took too long to arrive.,-0.56,2024-12-07,2026-02-12 12:59:22
3736,6351,3,It's okay. Average product.,-0.09,2024-04-09,2026-02-12 12:59:22
3737,6353,5,Great product! Highly recommend.,0.65,2023-10-24,2026-02-12 12:59:22
3738,6353,3,It's okay. Average product.,-0.1,2024-11-10,2026-02-12 12:59:22
3739,6353,2,Not as described. Disappointed.,-0.53,2022-11-18,2026-02-12 12:59:22
3740,6356,5,Very satisfied with my purchase.,0.64,2024-12-10,2026-02-12 12:59:22
3741,6356,5,Great product! Highly recommend.,0.6,2024-10-30,2026-02-12 12:59:22
3742,6357,4,Great product! Highly recommend.,0.73,2023-12-15,2026-02-12 12:59:22
3743,6357,5,Excellent quality and fast shipping.,0.64,2024-07-24,2026-02-12 12:59:22
3744,6363,4,Amazing! Will buy again.,0.88,2023-04-11,2026-02-12 12:59:22
3745,6363,5,Excellent quality and fast shipping.,0.79,2023-12-07,2026-02-12 12:59:22
3746,6366,4,Excellent quality and fast shipping.,0.55,2024-05-15,2026-02-12 12:59:22
3747,6366,3,It's okay. Average product.,-0.04,2024-07-21,2026-02-12 12:59:22
3748,6369,4,Very satisfied with my purchase.,0.9,2024-12-13,2026-02-12 12:59:22
3749,6369,4,Great product! Highly recommend.,0.57,2024-10-06,2026-02-12 12:59:22
3750,6370,4,Amazing! Will buy again.,0.73,2024-12-24,2026-02-12 12:59:22
3751,6370,5,Very satisfied with my purchase.,0.92,2023-07-04,2026-02-12 12:59:22
3752,6370,5,Amazing! Will buy again.,0.63,2024-08-19,2026-02-12 12:59:22
3753,6371,5,Excellent quality and fast shipping.,0.73,2024-07-24,2026-02-12 12:59:22
3754,6371,3,It's okay. Average product.,-0.13,2023-10-20,2026-02-12 12:59:22
3755,6379,3,It's okay. Average product.,-0.2,2024-06-13,2026-02-12 12:59:22
3756,6382,1,Not as described. Disappointed.,-0.95,2024-08-27,2026-02-12 12:59:22
3757,6382,4,Great product! Highly recommend.,0.53,2024-06-22,2026-02-12 12:59:22
3758,6382,2,Took too long to arrive.,-0.42,2024-07-10,2026-02-12 12:59:22
3759,6383,5,Perfect! Exceeded expectations.,0.83,2023-05-25,2026-02-12 12:59:22
3760,6383,4,Amazing! Will buy again.,0.78,2023-03-09,2026-02-12 12:59:22
3761,6387,4,Excellent quality and fast shipping.,0.74,2024-12-14,2026-02-12 12:59:22
3762,6392,5,Excellent quality and fast shipping.,0.58,2024-11-14,2026-02-12 12:59:22
3763,6397,5,Very satisfied with my purchase.,0.6,2023-09-17,2026-02-12 12:59:22
3764,6401,5,Great product! Highly recommend.,0.72,2023-12-01,2026-02-12 12:59:22
3765,6401,5,Excellent quality and fast shipping.,0.76,2023-10-07,2026-02-12 12:59:22
3766,6401,5,Very satisfied with my purchase.,0.61,2023-12-18,2026-02-12 12:59:22
3767,6407,5,Excellent quality and fast shipping.,0.79,2024-12-01,2026-02-12 12:59:22
3768,6410,4,Amazing! Will buy again.,0.81,2024-11-13,2026-02-12 12:59:22
3769,6410,5,Perfect! Exceeded expectations.,0.9,2024-11-20,2026-02-12 12:59:22
3770,6410,5,Amazing! Will buy again.,0.66,2024-09-26,2026-02-12 12:59:22
3771,6411,4,Very satisfied with my purchase.,0.57,2024-01-21,2026-02-12 12:59:22
3772,6412,4,Excellent quality and fast shipping.,0.8,2024-05-18,2026-02-12 12:59:22
